INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
19	44880	0	2109	1	1	2119	1	5	-1	1	1	1	9	8800	750	150000	20	-1	-1	-1
20	10	0	2300	1	1	-1	-1	-1	-1	1	1	2	6	1	10	480	3	-1	-1	-1
21	10	0	2301	1	1	-1	-1	1	-1	1	1	2	7	1	15	460	4	-1	-1	-1
22	10	0	2302	1	1	-1	-1	1	-1	1	1	2	8	2	20	440	4	-1	-1	-1
23	10	0	2303	1	1	-1	-1	1	-1	1	1	2	9	2	25	420	5	-1	-1	-1
24	10	0	2304	1	1	-1	-1	1	-1	1	1	2	10	3	30	400	5	-1	-1	-1
25	10	0	2305	1	1	-1	-1	1	-1	1	1	2	11	3	35	380	6	-1	-1	-1
26	10	0	2306	1	1	-1	-1	1	-1	1	1	2	12	4	40	360	6	-1	-1	-1
27	10	0	2307	1	1	-1	-1	1	-1	1	1	2	13	4	45	340	6	-1	-1	-1
28	10	0	2308	1	1	-1	-1	1	-1	1	1	2	14	5	50	320	6	-1	-1	-1
29	10	0	2309	1	1	-1	-1	1	-1	1	1	2	15	5	55	300	6	-1	-1	-1
30	100	-1	-1	0	1	-1	1	1	-1	1	1	3	3	-1	-1	-1	-1	-1	-1	-1
31	200	-1	-1	0	1	-1	1	1	-1	1	1	3	4	-1	-1	-1	-1	-1	-1	-1
32	300	-1	-1	0	1	-1	1	1	-1	1	1	3	5	-1	-1	-1	-1	-1	-1	-1
33	400	-1	-1	0	1	-1	1	1	-1	1	1	3	6	-1	-1	-1	-1	-1	-1	-1
34	500	-1	-1	0	1	-1	1	1	-1	1	1	3	7	-1	-1	-1	-1	-1	-1	-1
35	600	-1	-1	0	1	-1	1	1	-1	1	1	3	8	-1	-1	-1	-1	-1	-1	-1
36	700	-1	-1	0	1	-1	1	1	-1	1	1	3	9	-1	-1	-1	-1	-1	-1	-1
37	800	-1	-1	0	1	-1	1	1	-1	1	1	3	10	-1	-1	-1	-1	-1	-1	-1
38	900	-1	-1	0	1	-1	1	1	-1	1	1	3	11	-1	-1	-1	-1	-1	-1	-1
39	1000	-1	-1	0	1	-1	1	1	-1	1	1	3	12	-1	-1	-1	-1	-1	-1	-1
40	200	-1	-1	0	1	-1	1	1	-1	1	1	4	10000	-1	-1	-1	-1	-1	-1	-1
41	400	-1	-1	0	1	-1	1	1	-1	1	1	4	11000	-1	-1	-1	-1	-1	-1	-1
42	600	-1	-1	0	1	-1	1	1	-1	1	1	4	12000	-1	-1	-1	-1	-1	-1	-1
43	800	-1	-1	0	1	-1	1	1	-1	1	1	4	13000	-1	-1	-1	-1	-1	-1	-1
44	1000	-1	-1	0	1	-1	1	1	-1	1	1	4	14000	-1	-1	-1	-1	-1	-1	-1
45	1200	-1	-1	0	1	-1	1	1	-1	1	1	4	15000	-1	-1	-1	-1	-1	-1	-1
46	1400	-1	-1	0	1	-1	1	1	-1	1	1	4	16000	-1	-1	-1	-1	-1	-1	-1
47	1600	-1	-1	0	1	-1	1	1	-1	1	1	4	17000	-1	-1	-1	-1	-1	-1	-1
48	1800	-1	-1	0	1	-1	1	1	-1	1	1	4	18000	-1	-1	-1	-1	-1	-1	-1
49	2000	-1	-1	0	1	-1	1	1	-1	1	1	4	19000	-1	-1	-1	-1	-1	-1	-1
50	6	1	-1	0	1	-1	-1	-1	-1	-1	-1	5	300	1	2	300	0	7000	-1	-1
51	6	1	-1	0	1	-1	-1	-1	-1	-1	-1	5	600	1	2	300	0	7000	-1	-1
52	6	1	-1	0	1	-1	0	1	-1	-1	-1	5	900	2	3	300	0	7000	-1	-1
53	6	1	-1	0	1	-1	0	1	-1	-1	-1	5	1200	2	3	300	0	7000	-1	-1
54	6	1	-1	0	1	-1	0	1	-1	0	1	5	1500	3	4	300	0	7000	-1	-1
55	6	1	-1	0	1	-1	0	1	-1	0	1	5	1800	3	4	300	0	7000	-1	-1
56	6	1	-1	0	1	-1	0	1	-1	0	1	5	2100	4	5	300	0	7000	-1	-1
57	6	1	-1	0	1	-1	0	1	-1	0	1	5	2400	4	5	300	0	7000	-1	-1
58	6	1	-1	0	1	-1	0	1	-1	0	1	5	2700	5	5	300	0	7000	-1	-1
59	6	1	-1	0	1	-1	0	1	-1	0	1	5	3000	5	5	300	0	7000	-1	-1
60	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	4	10000	301	302	303	5	50	-1
61	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	1	10000	301	302	303	6	60	-1
62	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	2	10000	301	302	303	7	70	-1
63	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	3	10000	301	302	303	8	80	-1
64	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	3	10000	301	302	303	9	90	-1
65	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	4	10000	301	302	303	10	100	-1
66	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	4	10000	301	302	303	10	110	-1
67	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	4	10000	301	302	303	10	120	-1
68	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	4	10000	301	302	303	10	130	-1
69	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	4	10000	301	302	303	10	140	-1
70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	1	-1	-1	-1	-1	-1	-1	-1
71	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	-1	-1	-1	-1	-1	-1	-1
72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	-1	-1	-1	-1	-1	-1	-1
73	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	-1	-1	-1	-1	-1	-1	-1
74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	-1	-1	-1	-1	-1	-1	-1
75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	-1	-1	-1	-1	-1	-1	-1
76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	-1	-1	-1	-1	-1	-1	-1
77	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	-1	-1	-1	-1	-1	-1	-1
78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	-1	-1	-1	-1	-1	-1	-1
79	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	2	-1	-1	-1	-1	-1	-1	-1
80	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	300	300	3	1	4000	-1	-1	-1
81	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	600	300	3	2	4000	-1	-1	-1
82	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	900	300	3	3	4000	-1	-1	-1
83	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1200	300	3	4	4000	-1	-1	-1
84	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1500	300	3	5	4000	-1	-1	-1
85	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1800	300	3	6	4000	-1	-1	-1
86	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2100	300	3	7	4000	-1	-1	-1
87	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2400	300	3	8	4000	-1	-1	-1
88	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2700	300	3	9	4000	-1	-1	-1
89	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3000	300	3	10	4000	-1	-1	-1
90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	6	20	10000	10000	1500	-1	-1	-1
91	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	7	22	10000	10000	1400	-1	-1	-1
92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	8	24	10000	10000	1300	-1	-1	-1
93	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	9	26	10000	10000	1200	-1	-1	-1
94	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	10	28	10000	10000	1100	-1	-1	-1
95	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	11	30	10000	10000	1000	-1	-1	-1
96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	12	32	10000	10000	900	-1	-1	-1
97	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	13	34	10000	10000	800	-1	-1	-1
98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	14	36	10000	10000	700	-1	-1	-1
99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	15	40	10000	10000	600	-1	-1	-1
100	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	100	100	20	5	-1	-1	-1	-1
101	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	200	200	22	5	-1	-1	-1	-1
102	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	300	300	24	5	-1	-1	-1	-1
103	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	400	400	26	5	-1	-1	-1	-1
104	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	500	500	28	5	-1	-1	-1	-1
105	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	600	600	30	5	-1	-1	-1	-1
106	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	700	700	32	5	-1	-1	-1	-1
107	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	800	800	34	5	-1	-1	-1	-1
108	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	900	900	36	5	-1	-1	-1	-1
109	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	1000	1000	38	5	-1	-1	-1	-1
110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1920	8	0	0	-1	-1	-1	-1
111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1800	8	1	1	-1	-1	-1	-1
112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1680	8	1	1	-1	-1	-1	-1
113	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1560	8	2	2	-1	-1	-1	-1
114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1440	8	2	2	-1	-1	-1	-1
115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1320	8	3	3	-1	-1	-1	-1
116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1200	8	3	3	-1	-1	-1	-1
117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	1080	8	4	4	-1	-1	-1	-1
118	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	960	8	4	4	-1	-1	-1	-1
119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	840	8	4	4	-1	-1	-1	-1
120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	10	1	3	-1	-1	-1	-1	-1
121	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	12	1	3	-1	-1	-1	-1	-1
122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	14	1	4	-1	-1	-1	-1	-1
123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	16	1	4	-1	-1	-1	-1	-1
124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	18	1	5	-1	-1	-1	-1	-1
125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	20	1	6	-1	-1	-1	-1	-1
126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	22	1	7	-1	-1	-1	-1	-1
127	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	24	1	8	-1	-1	-1	-1	-1
128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	27	1	9	-1	-1	-1	-1	-1
129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	30	1	10	-1	-1	-1	-1	-1
130	1800	0	2200	1	1	-1	-1	-1	-1	-1	-1	13	8	300	100	5000	150	-1	-1	-1
131	2950	0	2201	1	1	-1	-1	-1	-1	-1	-1	13	8	500	120	7500	120	-1	-1	-1
132	4640	0	2202	1	1	-1	-1	-1	-1	-1	-1	13	8	800	150	12500	95	-1	-1	-1
133	6840	0	2203	1	1	-1	-1	-1	-1	-1	-1	13	8	1200	190	20000	65	-1	-1	-1
134	10080	0	2204	1	1	-1	-1	-1	-1	-1	-1	13	8	1800	240	30000	50	-1	-1	-1
135	13750	0	2205	1	1	-1	-1	-1	-1	-1	-1	13	8	2500	300	40000	40	-1	-1	-1
136	19440	0	2206	1	1	-1	-1	-1	-1	-1	-1	13	8	3600	380	60000	30	-1	-1	-1
137	25440	0	2207	1	1	-1	-1	-1	-1	-1	-1	13	8	4800	480	80000	25	-1	-1	-1
138	33280	0	2208	1	1	-1	-1	-1	-1	-1	-1	13	8	6400	600	100000	22	-1	-1	-1
139	44880	0	2209	1	1	-1	-1	-1	-1	-1	-1	13	8	8800	750	150000	20	-1	-1	-1
1000	100	0	-1	1	1	-1	-1	-1	-1	1	1	10	100	100	-1	-1	-1	-1	-1	-1
