INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1532	22077	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1533	22078	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1534	22078	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1535	22078	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1536	22079	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1537	22079	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1538	22079	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10000	17	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10001	17	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10002	22000	5	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10003	22018	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10004	22054	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10005	26914	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10006	7	1000	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10007	22066	5	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10008	23258	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10009	22056	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10010	22056	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10100	17	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10101	17	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10102	22000	5	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10103	22018	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10104	22054	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10105	26914	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10106	7	1000	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10107	22066	5	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10108	23258	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10109	22056	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10110	22056	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10200	17	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10201	17	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10202	22000	5	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10203	22018	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10204	22054	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10205	26914	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10206	7	1000	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10207	22066	5	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10208	23258	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10209	22056	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
10210	22056	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11000	22001	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11001	22003	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11002	22082	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11003	20304	6	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11004	17	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11005	20305	8	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11006	22007	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11007	20306	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11008	28000	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11100	22001	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11101	22003	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11102	22082	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11103	20304	6	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11104	17	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11105	20305	8	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11106	22007	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11107	20306	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11108	28000	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11200	22001	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11201	22003	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11202	22082	3	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11203	20304	6	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11204	17	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11205	20305	8	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11206	22007	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11207	20306	10	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
11208	28000	2	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90001	26910	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90002	26910	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90003	26910	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90004	26910	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90005	26910	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90006	26910	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90007	26910	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90008	26910	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90021	26911	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90022	26911	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90023	26911	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90024	26911	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90025	26911	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90026	26911	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90027	26911	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90028	26911	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90041	26912	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90042	26912	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90043	26912	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90044	26912	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90045	26912	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90046	26912	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90047	26912	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90048	26912	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90101	26913	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90102	26913	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90103	26913	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90104	26913	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90105	26913	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90106	26913	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90107	26913	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90108	26913	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90131	26914	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90132	26914	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90133	26914	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90134	26914	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90135	26914	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90136	26914	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90137	26914	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90138	26914	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90161	26915	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90162	26915	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90163	26915	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90164	26915	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90165	26915	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90166	26915	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90167	26915	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90168	26915	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90201	26916	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90202	26916	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
